,username,date,title,replies,views,text,Year
Author M C Raj creates such a dystopian society set in a future not too far from today and also creates a whole new planet, called B2, filled with a new order of life. And to round off a stereotype, it is America, the big & powerful and capitalist America and the man at the centre stage of it all, the American President who wants to capture & occupy this new planet and plunder away its resources for their own personal selfish desires. This ambitious plan runs into rough weather because the inhabitants of planet B2, unlike the ones you see on earth can’t be fought and conquered over by the mere use of force and weapons because these beings do not have a definite organic form, they are more like life waves created out of the entropy of life thoughts & vibes that contain only positive energy. The American president Rustler’s plans to overrun Planet B2 faces opposition not just from the hostile atmosphere of Planet B2, which doesn’t allow any vessel or individual that carries negative energy entry into its sphere, he also faces opposition from his long time confidant and key man in this mission, Plumbel who gradually begins to preach a more peaceful line of existence and eventually joins forces with the German Chancellor who too is opposed to Rustler’s evil plans.

This separation in idea and propaganda eventually leads to the entire earth being divided into two camps, those who agree with Rustler and are for the capture of Planet B2, form the Earth Alliance and those who are against it, headed by the German Chancellor forms the Cosmic Alliance. What happens next is on expected lines as another world war breaks out between these two opposing forces, but where this war becomes different from its predecessors is that this time war does spell the total end of humanity as we know it on earth.

The highlights of this story are the detailed narrative explorations about Carolina and Marissa, two Native American girls who were selected in the space mission to become a part of the nefarious grand plan of Rustler to capture the planet B2. Through them we get to know and understand more about the shamanistic beliefs and disciplines that the indigenous tribe groups follow. Philosophical ideas of getting back to nature and becoming one with nature reverberate throughout the passages involving the girls and then further with Plumbel, in whom we get to see a gradual transformation and metamorphosis from as another American jock with his head stuck in the clouds to someone who becomes more sensitive to the thoughts and feelings of not just the people around him but also gets in touch with his humane and natural side. And the idea of full body orgasm that has got nothing to do with sex but everything to do with the mind and its state of happiness sound very Osho ish in presentation. The fact that such a serious issue has been addressed in this sort of a simple, straight forward and slightly flippant manner and yet manages to keep the reader interested begets the praise that the author is due.  

Although sometimes the novel does become slightly caricaturist at certain points, the author may be forgiven for that because as our everyday news headlines show us, sometimes reality does become an extension of the caricature that is essentially drawn from it to begin with. But sometimes you do wish that the author kept the same level of focus even when dealing with less significant sub plot as he does with the main plots of the story. But these are minor gaffes that don’t necessarily stop the reader from enjoying the book. 
This is a book that I wholeheartedly recommend to anyone who loves alternate fiction, ideas of existentialism, action & violence, faith & bravery, and love of a different kind, maybe the purest kind that there is. 

Be forewarned that it will have you sitting on the edge of your seat as each page draws close and thereby inching you towards a very explosive & graphic climax.",2014

21,Werthead,2013-08-29,The SFF All-Time Sales List,0,209,"Details on the list: this was assembled based on Wikipedia details, sales figures via author blogs and websitse, or info released publicly by publishers. Some of these figures have not been updated since 2008 (when I assembled the last list) or earlier, due to figures not being updated. Some have required some speculative guesswork based on new information released, such as Robert Jordan and R.A. Salvatore's previously-published figures being for the USA alone, meaning that their worldwide sales are likely twice as large or even larger.

If an author is not present, that's likely because official sales figures have not been released yet. Brandon Sanderson and Patrick Rothfuss, for example, should definitely be on here but as they have no official figures, I can't place them. That's also true for older authors like Arthur C. Clarke and Philip K. Dick.

The list seems broadly correct, but it is not 100% accurate due to the figures being given out by publishers being often rather vague.

1) J.K. Rowling (c. 450 million)
2) Stephen King (c. 350 million)
3) JRR Tolkien (c. 300 million)
[Dean Koontz (c. 200 million)]
[Michael Crichton (200 million)]
4) Anne Rice (136 million)
5) CS Lewis (120 million+)
6) Stephanie Meyer (116 million)
7) Edgar Rice Burroughs (100 million+)
8) Sir Arthur C. Clarke (100 million+)
9) Andre Norton (90 million+)
10) Sir Terry Pratchett (85 million+)
11) Robert Jordan (80 million+)
[John Saul (60 million+)]
12) James Herbert (54 million+)
13) Richard Adams (50 million+)
14) Suzanne Collins (50 million+)
[Dennis Wheatley (50 million)]
[Jean M. Auel (45 million)]
[Morgan Llywelyn (40 million)]
15) Christopher Paolini (39 million)
16) Michael Ende (35 million)
17) Charlaine Harris (32.5 million)
18) Stanislaw Lem (30 million+)
19) R.A. Salvatore (30 million+)
20) Sherrilyn Kenyon (30 million+)
21) Robert Heinelin (30 million+)
22) George R.R. Martin (28 million+)
23) Kaoru Kurimoto (28 million)
24) Terry Brooks (26.5 million)
25) George Orwell (25 million+)
26) Marion Zimmer Bradley (25 million+)
27) Darren Shan (25 million+)
28) Terry Goodkind (25 million+)
29) Diana Gabaldon (25 million)
30) Cassandra Clare (24 million)
31) Kevin J. Anderson (23 million)
32) Eoin Colfer (21 million)
33) Isaac Asimov (20 million+)
34) Margaret Weis (c. 20 million)
35) Tracy Hickman (c. 20 million)
36) Brian Jacques (c. 20 million)
37) Kazumasa Hirai (c. 20 million)
38) Raymond E. Feist (20 million+)
39) Michael Moorcock (20 million)
40) Mercedes Lackey (20 million)
41) David Eddings (18 million+)
42) Frank Herbert (18 million)
43) Hideyuki Kikuchi (18 million)
44) Anne McCaffrey (18 million+)
45) Tad Williams (17 million)
46) Larry Niven (17 million)
47) Douglas Adams (16 million)
48) Brandon Sanderson (15 million+) (12 million WoT)
49) Rick Riordan (15 million)
50) Philip Pullman (15 million)
51) Yoshiki Tanaka (15 million)
52) Timothy Zahn (15 million)
53) Diana Wynne Jones (10 million+)
54) Robert E. Howard (10 million+)
55) Stephen Donaldson (10 million)
56) Neil Gaiman (10 million + )
57) Alice Sebold (10 million+)
58) Madeline L'Engle (10 million+)
59) Jerry Pournell (10 million+)
60) Chris Bunch (10 million+)
61) Allan Cole (10 million+)
62) Peter Straub (10 million+)
63) Frederik Pohl (10 million+)
64) Cyril M. Kornbluth (10 million+)
65) Gordon R. Dickson (10 million+)
66) Ray Bradbury (8 million+)
